Location Name,State Code,Country,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description
Hubballi,KA,India,2021-02-18,86.1,60.9,74.4,83.9,60.9,74.1,58.6,61.7,0.161,100,4.17,rain,0,0,22.4,13.8,86.4,1013.5,39.6,4.8,230.3,19.8,9,,2021-02-18 6:52:47,2021-02-18 18:34:11,0.21,Rain,Partially cloudy
Hubballi,KA,India,2021-02-19,80.7,63.4,72,80.9,63.4,72,58.2,63.7,0.071,100,20.83,rain,0,0,24.4,10.3,83.1,1015,31.3,4.2,202.5,17.6,7,,2021-02-19 6:52:17,2021-02-19 18:34:29,0.24,Rain,Partially cloudy
Hubballi,KA,India,2021-02-20,81.9,63.8,71.4,81.8,63.8,71.5,57.9,64,0.012,100,8.33,rain,0,0,30.9,14.5,86.5,1014,25,2.5,214.7,18.5,8,,2021-02-20 6:51:47,2021-02-20 18:34:47,0.25,Rain,Partially cloudy
Hubballi,KA,India,2021-02-21,81.2,68.3,72.7,82.2,68.3,72.8,61.6,69.3,0.357,100,4.17,rain,0,0,28.4,13.6,100.6,1013.7,72.8,3.6,199.5,17.2,7,,2021-02-21 6:51:15,2021-02-21 18:35:05,0.3,Rain,Partially cloudy
Hubballi,KA,India,2021-02-22,80.7,65.9,72.5,81.2,65.9,72.5,62.8,72.9,0.001,100,4.17,rain,0,0,19.9,9.2,83.4,1015.5,69.8,4.6,225.1,19.3,9,,2021-02-22 6:50:43,2021-02-22 18:35:22,0.34,Rain,Partially cloudy
Hubballi,KA,India,2021-02-23,86.1,64.8,76.3,84.6,64.8,76,58.5,56.9,0,0,0,,0,0,20.6,11.4,92.9,1014,48.5,4.8,248.9,21.5,9,,2021-02-23 6:50:11,2021-02-23 18:35:38,0.37,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-02-24,87.9,63.9,77.3,85.8,63.9,76.7,55.8,49.9,0,0,0,,0,0,19.9,8.1,89,1013.1,17.7,4.7,262.1,22.6,9,,2021-02-24 6:49:37,2021-02-24 18:35:54,0.4,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-02-25,88,65,77.8,86.2,65,77.3,58.2,54.6,0,0,0,,0,0,12.3,6.9,223,1013.6,21.6,4.5,265,22.9,9,,2021-02-25 6:49:03,2021-02-25 18:36:10,0.43,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-02-26,91.5,67.3,79.4,89.6,67.3,78.9,60.6,58,0,0,0,,0,0,17.7,11.4,317.1,1012,16,4,266.6,23.1,9,,2021-02-26 6:48:28,2021-02-26 18:36:25,0.47,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-02-27,91.5,69.2,80.7,88.8,69.2,80,57.6,48.6,0,0,0,,0,0,14.3,11.4,38.2,1011.3,25.2,4.8,258.8,22.3,9,,2021-02-27 6:47:52,2021-02-27 18:36:40,0.5,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-02-28,93.3,67.3,80.9,89.9,67.3,79.7,52.8,42.3,0,0,0,,0,0,21.9,9.2,104.4,1011.1,21.2,4.5,282.1,24.3,10,,2021-02-28 6:47:16,2021-02-28 18:36:54,0.53,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-03-01,91.5,65,79.5,89.2,65,78.9,54.3,45.4,0,0,0,,0,0,18.1,6.9,187.5,1013.9,24.7,4.5,277.2,23.8,10,,2021-03-01 6:46:39,2021-03-01 18:37:07,0.57,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-03-02,91.5,68.1,79.6,88.5,68.1,79.1,59.7,55.6,0,0,0,,0,0,16.8,6.9,248.8,1014.2,50.4,3.8,235.6,20.4,9,,2021-03-02 6:46:02,2021-03-02 18:37:21,0.6,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-03-03,93.3,67.6,81.1,89.6,67.6,79.7,51.2,40.1,0,0,0,,0,0,23.5,17,79.9,1013.2,20.4,4.3,291.6,25.2,10,,2021-03-03 6:45:24,2021-03-03 18:37:34,0.64,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-03-04,93.3,69.6,80.9,89.2,69.6,79.5,46.9,31.8,0,0,0,,0,0,26.4,13.9,101.6,1013.4,5.8,5,297.4,25.7,10,,2021-03-04 6:44:45,2021-03-04 18:37:46,0.67,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-03-05,91.5,67,79.5,88.2,67,78.4,45.1,32.1,0,0,0,,0,0,22.4,11.4,100.4,1014.1,2.4,5,301.2,25.8,10,,2021-03-05 6:44:06,2021-03-05 18:37:58,0.71,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-03-06,93.1,63.1,78.5,89.3,63.1,77.3,49,39.6,0,0,0,,0,0,13.9,6.9,82.9,1014.2,3.2,4.6,295.4,25.6,10,,2021-03-06 6:43:27,2021-03-06 18:38:10,0.75,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-03-07,91.5,60.9,79.2,88,60.9,78.4,56.7,51.2,0,0,0,,0,0,14.8,6.9,194,1013.4,12.2,3.6,290.2,24.9,10,,2021-03-07 6:42:47,2021-03-07 18:38:21,0.78,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-03-08,91.5,66.9,81.1,88,66.9,79.9,52.8,41.8,0,0,0,,0,0,17.9,9.2,103,1013.3,12.5,4.5,298.2,25.8,10,,2021-03-08 6:42:06,2021-03-08 18:38:32,0.82,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-03-09,91.5,66.3,80.2,89.1,66.3,79.2,53.9,43.9,0,0,0,,0,0,21.7,11.4,111.1,1013.8,11.1,4.6,300,25.9,10,,2021-03-09 6:41:25,2021-03-09 18:38:43,0.85,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-03-10,91.5,66.8,79.9,88.8,66.8,79,54,43.9,0,0,0,,0,0,18.3,11.4,111.1,1013.8,5.2,4.9,300.6,25.9,10,,2021-03-10 6:40:44,2021-03-10 18:38:54,0.89,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-03-11,91.5,66.3,78.4,88.8,66.3,78.2,60.1,57.4,0,0,0,,0,0,19.9,11.4,241.3,1013.6,29.3,4.7,292.3,25.3,10,,2021-03-11 6:40:03,2021-03-11 18:39:04,0.92,Partially cloudy,Clearing in the afternoon.
Hubballi,KA,India,2021-03-12,91.5,69.4,79.9,93.3,69.4,80.3,64.2,62.8,0,0,0,,0,0,18.1,9.2,187.7,1014.4,41.4,5.3,257,22.2,9,,2021-03-12 6:39:21,2021-03-12 18:39:14,0.96,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-03-13,93.3,68.1,79.7,89.6,68.1,78.7,52.8,44.7,0,0,0,,0,0,16.3,10.3,95.5,1014.4,14.4,4.6,298.8,26,10,,2021-03-13 6:38:38,2021-03-13 18:39:23,0,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-03-14,93.3,66.5,80.1,89.4,66.5,78.8,48.4,36.2,0,0,0,,0,0,22.1,9.2,96.9,1012.8,5.2,5.4,303.8,26.3,10,,2021-03-14 6:37:56,2021-03-14 18:39:33,0.03,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-03-15,93.3,67.7,80.1,89.6,67.7,78.8,50,38.1,0,0,0,,0,0,17.4,6.9,106.3,1012.2,15.3,5.4,303.2,26.3,10,,2021-03-15 6:37:13,2021-03-15 18:39:42,0.06,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-03-16,95.1,66.5,80.6,92.8,66.5,79.9,57.1,48.8,0,0,0,,0,0,16.8,6.9,211.3,1012.4,19,4.7,297,25.7,10,,2021-03-16 6:36:30,2021-03-16 18:39:51,0.09,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-03-17,93.3,62.7,79.7,90.2,62.7,78.8,56.1,50,0,0,0,,0,0,19.7,6.9,201.6,1012.1,33.7,4.9,291.2,25.3,10,,2021-03-17 6:35:47,2021-03-17 18:40:00,0.13,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-03-18,98.6,66.3,81,94.9,66.3,80.4,59.3,53.7,0,0,0,,0,0,19.5,12.8,249.6,1012,36,4.8,282.2,24.2,10,,2021-03-18 6:35:03,2021-03-18 18:40:08,0.16,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-03-19,94.4,68.1,82,92,68.1,81,59.5,52.8,0,0,0,,0,0,11.6,6.9,66.3,1010.8,27.1,5.1,270.5,23.3,9,,2021-03-19 6:34:20,2021-03-19 18:40:17,0.19,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-03-20,93.3,69.2,80.8,89.9,69.2,80.3,57.2,47.5,0,0,0,,0,0,14.3,16.1,211.9,1011,16.2,5.4,281,24.1,10,,2021-03-20 6:33:36,2021-03-20 18:40:25,0.22,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-03-21,91.4,71,79.7,90.7,71,79.6,63.7,61.6,0.062,100,4.17,rain,0,0,13.4,9.2,229.6,1010.2,22.4,4.5,279.4,24.1,9,,2021-03-21 6:32:52,2021-03-21 18:40:34,0.25,Rain,Partially cloudy
Hubballi,KA,India,2021-03-22,93.3,68.4,81.5,90,68.4,80.8,59.2,52.3,0,0,0,,0,0,19,9.1,188,1011.8,20.5,5.4,287.7,25,9,,2021-03-22 6:32:08,2021-03-22 18:40:42,0.29,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-03-23,93.3,71.7,82.3,90.2,71.7,81.1,55.9,44.4,0,0,0,,0,0,20.6,9.9,61,1012.4,24.8,5.2,299.7,25.7,10,,2021-03-23 6:31:24,2021-03-23 18:40:50,0.32,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-03-24,93.3,71.6,81.4,92,71.6,80.9,55.2,42.2,0.025,100,4.17,rain,0,0,21.9,25.2,75,1012.6,41.1,5,282.9,24.5,10,,2021-03-24 6:30:40,2021-03-24 18:40:58,0.35,Rain,Partially cloudy
Hubballi,KA,India,2021-03-25,93.3,70.6,83.1,91.5,70.6,82.3,57.9,45.7,0,0,0,,0,0,20.6,10.3,42.8,1011.6,50.8,5.5,276.3,23.8,10,,2021-03-25 6:29:56,2021-03-25 18:41:05,0.39,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-03-26,96.9,71.7,85.3,93.9,71.7,84,54.9,37.8,0,0,0,,0,0,21.5,9.2,73,1010.8,35,5.7,297.8,25.7,10,,2021-03-26 6:29:12,2021-03-26 18:41:13,0.42,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-03-27,96.9,73.3,85.5,93.9,73.3,84.4,56.7,41.2,0,0,0,,0,0,19.5,8,89.4,1010.5,19.1,5,308.8,26.8,10,,2021-03-27 6:28:28,2021-03-27 18:41:21,0.45,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-03-28,91.6,75.3,81.7,93.4,75.3,83,68,65.6,0.004,100,4.17,rain,0,0,18.6,15.4,246.8,1010.5,38.6,5,240.5,20.6,8,,2021-03-28 6:27:44,2021-03-28 18:41:29,0.48,Rain,Partially cloudy
Hubballi,KA,India,2021-03-29,93.3,71.7,82.3,99.2,71.7,84.8,70.4,69.6,0,0,0,,0,0,23,13.9,261.6,1010.1,37.7,4.7,277.1,23.9,9,,2021-03-29 6:27:00,2021-03-29 18:41:37,0.5,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-03-30,93.3,74.2,82.8,93.5,74.2,84.4,68.6,65.4,0,0,0,,0,0,23.5,11.4,273.8,1010.1,46.5,4.9,239.6,20.5,9,,2021-03-30 6:26:16,2021-03-30 18:41:45,0.55,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-03-31,97,69.9,83.5,94.2,69.9,82.8,61.5,57.9,0,0,0,,0,0,23.3,16.1,262,1008.2,17,4.7,312.6,26.9,10,,2021-03-31 6:25:33,2021-03-31 18:41:52,0.59,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-04-01,95.1,67.5,81.6,90.8,67.5,81.1,60.4,58.3,0,0,0,,0,0,21.5,16.1,275.1,1008.8,4.8,5.2,316.7,27.5,10,,2021-04-01 6:24:49,2021-04-01 18:42:00,0.62,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-04-02,95.1,68.5,80.7,90.8,68.5,79.4,57.5,54.4,0,0,0,,0,0,21.3,11.6,273.4,1009.6,45.8,5,315.3,27.3,10,,2021-04-02 6:24:06,2021-04-02 18:42:08,0.66,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-04-03,91.5,62.7,78.7,90.8,62.7,78.7,63.1,62.4,0,0,0,,0,0,21.3,11.6,258.7,1010.1,20.9,5.6,290.2,25,10,,2021-04-03 6:23:23,2021-04-03 18:42:16,0.69,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-04-04,96.9,67.8,81.4,93.5,67.8,81.1,62,59.6,0,0,0,,0,0,24.2,15,301.2,1011.4,44.9,5.6,293.1,25.3,10,,2021-04-04 6:22:40,2021-04-04 18:42:25,0.75,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-04-05,98.7,69.9,84.5,94.4,69.9,83,57.4,50.1,0,0,0,,0,0,19.5,14.9,22.9,1010.9,12.3,5.1,304.5,26.3,10,,2021-04-05 6:21:57,2021-04-05 18:42:33,0.76,Clear,Clear conditions throughout the day.
Hubballi,KA,India,2021-04-06,96.9,73.5,85.6,94.7,73.5,85.6,61.5,49,0,0,0,,0,0,20.1,10.3,273,1010.8,23.6,5.3,303.7,26.1,10,,2021-04-06 6:21:15,2021-04-06 18:42:41,0.8,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-04-07,96.9,68.1,84.5,93.8,68.1,85.3,65.7,59.9,0,0,0,,0,0,17.9,13.9,253.4,1011.9,38.3,5.3,259,22.3,10,,2021-04-07 6:20:32,2021-04-07 18:42:50,0.83,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-04-08,93.3,69.9,82.5,95.3,69.9,83.7,67.9,64.5,0.012,100,12.5,rain,0,0,20.1,11.4,257.1,1010.8,48.1,5.3,263.3,22.7,9,,2021-04-08 6:19:50,2021-04-08 18:42:58,0.87,Rain,Partially cloudy
Hubballi,KA,India,2021-04-09,93.3,72.8,80.2,93.5,72.8,80.8,66.2,65,0.162,100,4.17,rain,0,0,18.6,19.4,281,1009.9,48.3,4.5,260.8,22.5,10,,2021-04-09 6:19:09,2021-04-09 18:43:07,0.9,Rain,Partially cloudy
Hubballi,KA,India,2021-04-10,93.3,70.7,82.4,95.3,70.7,83.7,65.8,59.6,0,0,0,,0,0,19.7,11,286.3,1010.8,42.8,5.3,257.4,22.2,10,,2021-04-10 6:18:28,2021-04-10 18:43:16,0.94,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-04-11,91.5,73.1,79.1,92.4,73.1,79.4,68.1,71.6,0.017,100,8.33,rain,0,0,16.1,12.7,264.5,1012.7,45,4.2,259,22.3,9,,2021-04-11 6:17:47,2021-04-11 18:43:25,0.97,Rain,Partially cloudy
Hubballi,KA,India,2021-04-12,91.5,69.9,81,92.4,69.9,81.9,65.4,61.8,0,0,0,,0,0,18.3,9.2,32,1013.3,42,5.2,259.7,22.6,10,,2021-04-12 6:17:07,2021-04-12 18:43:35,0,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-04-13,91.5,69.9,78.9,91.4,69.9,79.1,64.3,63.3,0.062,100,4.17,rain,0,0,18.6,11.4,32,1013.2,61.5,4.3,247.4,21.3,9,,2021-04-13 6:16:26,2021-04-13 18:43:44,0.04,Rain,Partially cloudy
Hubballi,KA,India,2021-04-14,91.5,69.9,80,92.4,69.9,80.6,65.8,64.2,0.027,100,4.17,rain,0,0,17.4,14.9,42.8,1012.2,44.7,5.5,260.5,22.6,9,,2021-04-14 6:15:47,2021-04-14 18:43:54,0.07,Rain,Partially cloudy
Hubballi,KA,India,2021-04-15,91.5,69.7,79,93.3,69.7,79.9,66.4,67.9,0.024,100,8.33,rain,0,0,17,10.1,256.6,1012.3,39.2,4.9,259.1,22.5,9,,2021-04-15 6:15:08,2021-04-15 18:44:04,0.11,Rain,Partially cloudy
Hubballi,KA,India,2021-04-16,93.3,70.9,81.6,91.4,70.9,82,66,64.2,0,0,0,,0,0,17.2,13.9,279.1,1011.5,34.6,5.1,269.2,23.3,9,,2021-04-16 6:14:29,2021-04-16 18:44:14,0.14,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-04-17,93.4,71.5,82.7,93.7,71.5,83.7,67.4,64.4,0,0,0,,0,0,18.6,13.9,265,1012.1,35.9,4.9,265.4,23,9,,2021-04-17 6:13:51,2021-04-17 18:44:24,0.17,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-04-18,91.6,72.4,81,97.1,72.4,82.3,69.1,70.1,0.128,100,8.33,rain,0,0,18.8,13.9,239.7,1013.2,37.5,4.4,260.2,22.4,9,,2021-04-18 6:13:13,2021-04-18 18:44:35,0.2,Rain,Partially cloudy
Hubballi,KA,India,2021-04-19,91.5,72.9,81.3,98.4,72.9,84.3,70.9,72,0,0,0,,0,0,21.9,12.3,259.7,1012.1,37.1,4.9,261.7,22.7,9,,2021-04-19 6:12:36,2021-04-19 18:44:46,0.24,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-04-20,95.3,72.5,81.9,93.6,72.5,82.3,67,65.3,0,0,0,,0,0,22.8,16.1,269.8,1010.4,34.2,5.2,277.2,23.9,10,,2021-04-20 6:12:00,2021-04-20 18:44:57,0.25,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-04-21,93.3,71.1,82.2,97.1,71.1,84.1,68.6,66.5,0,0,0,,0,0,19.5,13.9,273.9,1011.7,35.3,4.9,274.5,23.7,10,,2021-04-21 6:11:24,2021-04-21 18:45:09,0.3,Partially cloudy,Partly cloudy throughout the day.
Hubballi,KA,India,2021-04-22,96.9,72.5,81.7,94.7,72.5,81.5,66.4,66.5,0.864,100,8.33,rain,0,0,22.8,16.1,268.3,1011.8,43.1,5.1,270.9,23.5,10,,2021-04-22 6:10:48,2021-04-22 18:45:21,0.34,Rain,Partially cloudy
Hubballi,KA,India,2021-04-23,95.1,69.9,81,96.5,69.9,81.9,67.2,66.4,0.016,100,4.17,rain,0,0,22.1,13.9,265.8,1012,49,4.8,272,23.4,10,,2021-04-23 6:10:14,2021-04-23 18:45:33,0.37,Rain,Partially cloudy
Hubballi,KA,India,2021-04-24,95.1,70.5,81.6,96.3,70.5,83.1,68.1,67,0.027,100,4.17,rain,0,0,15.9,13.9,258.3,1011.5,53.3,5.1,254.6,22.1,10,,2021-04-24 6:09:40,2021-04-24 18:45:45,0.4,Rain,Partially cloudy
Hubballi,KA,India,2021-04-25,93.3,72.4,82.7,95.4,72.4,84,67.2,62.6,0.396,100,4.17,rain,0,0,19.5,16,242.5,1010.7,44.7,5.2,255.1,22,8,,2021-04-25 6:09:06,2021-04-25 18:45:58,0.44,Rain,Partially cloudy
Hubballi,KA,India,2021-04-26,93.3,73.5,83,94.5,73.5,84.5,67.2,61.7,0.035,100,8.33,rain,0,0,19.7,11.4,264,1010.5,39.4,5.3,269.5,23.4,9,,2021-04-26 6:08:33,2021-04-26 18:46:10,0.47,Rain,Partially cloudy
Hubballi,KA,India,2021-04-27,93.3,69.7,82.5,93.5,69.7,83,64.9,58.6,0.155,100,4.17,rain,0,0,18.3,11.4,266.3,1011.6,45.5,5,280,24,10,,2021-04-27 6:08:01,2021-04-27 18:46:24,0.5,Rain,Partially cloudy
Hubballi,KA,India,2021-04-28,93.3,67.7,82,91,67.7,82.5,64,58.5,0.062,100,4.17,rain,0,0,21.3,13.9,290.2,1012.1,32.4,5.6,262.2,22.8,9,,2021-04-28 6:07:30,2021-04-28 18:46:37,0.54,Rain,Partially cloudy
Hubballi,KA,India,2021-04-29,93.4,71,80.4,96.7,71,81.2,67.3,67.7,0.753,100,8.33,rain,0,0,17.9,10.3,292.9,1011.9,43.2,4.5,275.9,23.7,10,,2021-04-29 6:06:59,2021-04-29 18:46:51,0.57,Rain,Partially cloudy
Hubballi,KA,India,2021-04-30,93.3,66.3,81.1,95.3,66.3,82.1,65.7,62.5,0.043,100,4.17,rain,0,0,17,6.8,299.9,1010.5,22.5,5.4,275.3,23.8,10,,2021-04-30 6:06:29,2021-04-30 18:47:05,0.61,Rain,Partially cloudy
Hubballi,KA,India,2021-05-01,95.4,73.5,83.5,97.3,73.5,84.6,66.8,60.2,0.028,100,8.33,rain,0,0,14.8,6.9,358.6,1008.8,40.9,5.1,256.2,22.1,9,,2021-05-01 6:06:00,2021-05-01 18:47:20,0.64,Rain,Partially cloudy
Hubballi,KA,India,2021-05-02,91.5,73.1,82.3,92.4,73.1,83.2,66.6,61.8,0.025,100,4.17,rain,0,0,17.4,10.3,273.5,1010.5,36.3,5.6,263.4,22.9,9,,2021-05-02 6:05:32,2021-05-02 18:47:34,0.67,Rain,Partially cloudy
Hubballi,KA,India,2021-05-03,95.1,72.9,81.2,95.5,72.9,82.3,66.4,63.1,0.26,100,8.33,rain,0,0,19.5,13.9,77,1010.1,34.7,5.4,267.6,23.1,9,,2021-05-03 6:05:04,2021-05-03 18:47:49,0.71,Rain,Partially cloudy
Hubballi,KA,India,2021-05-04,91.5,68.1,80.2,93.4,68.1,81.4,68.4,69.5,0.243,100,4.17,rain,0,0,18.6,10.3,301.5,1010,60.3,4.9,234.3,20.1,9,,2021-05-04 6:04:37,2021-05-04 18:48:05,0.75,Rain,Partially cloudy
Hubballi,KA,India,2021-05-05,93.2,70.6,80.1,97.8,70.6,82,69.4,72.6,1.051,100,12.5,rain,0,0,19.7,16.1,266.7,1010.1,46.4,5,266.4,23,10,,2021-05-05 6:04:11,2021-05-05 18:48:20,0.78,Rain,Partially cloudy
Hubballi,KA,India,2021-05-06,93.3,71.9,82.8,98.8,71.9,86.1,70.5,68.6,0.059,100,8.33,rain,0,0,15.4,7.8,227.8,1010.5,49.8,5.4,230,19.7,9,,2021-05-06 6:03:46,2021-05-06 18:48:36,0.81,Rain,Partially cloudy
